STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,19-06-2005,,,0.01,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,20-06-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,21-06-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,22-06-2005,,,0.06,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,23-06-2005,,,0.02,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,24-06-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,25-06-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,26-06-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,27-06-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,28-06-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,29-06-2005,,,0.47,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,30-06-2005,,,1.49,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,01-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,02-07-2005,,,1.21,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,03-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,04-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,05-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,06-07-2005,,,0.34,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,07-07-2005,,,0.9,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,08-07-2005,,,0.2,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,09-07-2005,,,0.5,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,10-07-2005,,,0.12,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,11-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,12-07-2005,,,0.09,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,13-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,14-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,15-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,16-07-2005,,,0.02,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,17-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,18-07-2005,,,0.01,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,19-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,20-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,21-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,22-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,23-07-2005,,,0.07,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,24-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,25-07-2005,,,0.02,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,26-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,27-07-2005,,,0.37,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,28-07-2005,,,0.29,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,29-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,30-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,31-07-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,01-08-2005,,,0.4,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,02-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,03-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,04-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,05-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,06-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,07-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,08-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,09-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,10-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,11-08-2005,,,0.04,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,12-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,13-08-2005,,,0.05,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,14-08-2005,,,0.08,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,15-08-2005,,,0.65,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,16-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,17-08-2005,,,0.25,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,18-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,19-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,20-08-2005,,,0.05,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,21-08-2005,,,0.02,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,22-08-2005,,,0.06,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,23-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,24-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,25-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,26-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,27-08-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,28-08-2005,,,0.09,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,29-08-2005,,,0.12,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,30-08-2005,,,0.32,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,31-08-2005,,,0.41,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,01-09-2005,,,0.73,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,02-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,03-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,04-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,05-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,06-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,07-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,08-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,09-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,10-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,11-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,12-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,13-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,14-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,15-09-2005,,,0.36,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,16-09-2005,,,0.01,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,17-09-2005,,,0.27,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,18-09-2005,,,0.02,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,19-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,20-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,21-09-2005,,,0.06,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,22-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,23-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,24-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,25-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,26-09-2005,,,0.13,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,27-09-2005,,,0.94,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,28-09-2005,,,0.01,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,29-09-2005,,,0,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,30-09-2005,,,0.38,",,N",,,,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,01-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,02-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,03-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,04-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,05-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,06-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,07-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,08-10-2005,,,1.51,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,09-10-2005,,,1.06,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,10-10-2005,,,0.04,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,11-10-2005,,,0.03,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,12-10-2005,,,0.13,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,13-10-2005,,,1.02,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,14-10-2005,,,0.3,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,15-10-2005,,,0.67,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,16-10-2005,,,0.18,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,17-10-2005,,,0.11,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,18-10-2005,,,0.08,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,19-10-2005,,,0.11,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,20-10-2005,,,0.01,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,21-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,22-10-2005,,,0.05,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,23-10-2005,,,1.79,",,N",0.6,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,24-10-2005,,,0.04,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,25-10-2005,,,0.45,",,N",0.3,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,26-10-2005,,,0.36,",,N",4.8,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,27-10-2005,,,,,0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,28-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,29-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,30-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,31-10-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,01-11-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,02-11-2005,,,0.34,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,03-11-2005,,,0.02,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,04-11-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,05-11-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,06-11-2005,,,0,",,N",0,",,N",,,,,,,,,,,,
US1NYDL0006,"DELHI 5.0 ESE, NY US",42.26085,-74.8195,534,07-11-2005,,,0.37,",,N",0,",,N",,,,,,,,,,,,
